val1,suit1,val2,suit2,nwin,nloose,nsplit
6.0,3.0,4.0,1.0,0.3222,0.6162,0.0616
6.0,3.0,4.0,0.0,0.3312,0.6106,0.0582
6.0,1.0,4.0,1.0,0.357,0.5874,0.0556
6.0,1.0,4.0,0.0,0.3262,0.6168,0.057
6.0,0.0,5.0,0.0,0.3912,0.5496,0.0592
6.0,0.0,6.0,3.0,0.6418,0.346,0.0122
6.0,0.0,6.0,1.0,0.6274,0.357,0.0156
6.0,0.0,6.0,2.0,0.6296,0.3566,0.0138
6.0,3.0,6.0,1.0,0.6252,0.3604,0.0144
6.0,3.0,6.0,2.0,0.6146,0.3734,0.012
6.0,1.0,6.0,2.0,0.626,0.3614,0.0126
6.0,0.0,7.0,0.0,0.4336,0.515,0.0514
6.0,0.0,7.0,3.0,0.4132,0.5344,0.0524
6.0,0.0,7.0,1.0,0.406,0.5406,0.0534
6.0,3.0,7.0,0.0,0.4116,0.5322,0.0562
6.0,3.0,7.0,3.0,0.4482,0.501,0.0508
6.0,3.0,7.0,1.0,0.3896,0.5544,0.056
6.0,1.0,7.0,1.0,0.4236,0.52,0.0564
6.0,0.0,8.0,1.0,0.413,0.534,0.053
6.0,0.0,8.0,3.0,0.4114,0.5308,0.0578
6.0,3.0,8.0,1.0,0.4118,0.5314,0.0568
6.0,3.0,8.0,3.0,0.462,0.4894,0.0486
6.0,1.0,8.0,1.0,0.4302,0.514,0.0558
6.0,1.0,8.0,3.0,0.4166,0.5362,0.0472
6.0,0.0,9.0,3.0,0.4312,0.524,0.0448
6.0,0.0,10.0,3.0,0.4312,0.5244,0.0444
6.0,0.0,10.0,1.0,0.4416,0.5122,0.0462
6.0,0.0,10.0,2.0,0.4558,0.4972,0.047
6.0,0.0,10.0,0.0,0.4694,0.4902,0.0404
6.0,3.0,10.0,1.0,0.4442,0.5098,0.046
6.0,3.0,10.0,2.0,0.4458,0.5076,0.0466
6.0,3.0,10.0,0.0,0.4264,0.5206,0.053
6.0,1.0,10.0,1.0,0.4748,0.4794,0.0458
6.0,1.0,10.0,2.0,0.4496,0.5006,0.0498
6.0,1.0,10.0,0.0,0.4566,0.502,0.0414
6.0,0.0,11.0,0.0,0.4882,0.4728,0.039
6.0,0.0,11.0,3.0,0.4774,0.4796,0.043
6.0,3.0,11.0,0.0,0.4552,0.4992,0.0456
6.0,3.0,11.0,3.0,0.5022,0.4594,0.0384
6.0,1.0,11.0,0.0,0.4704,0.483,0.0466
6.0,1.0,11.0,3.0,0.4704,0.4872,0.0424
6.0,0.0,12.0,0.0,0.4972,0.473,0.0298
6.0,0.0,12.0,2.0,0.4694,0.4998,0.0308
6.0,0.0,12.0,3.0,0.464,0.5048,0.0312
6.0,3.0,12.0,0.0,0.4676,0.5,0.0324
6.0,3.0,12.0,2.0,0.4768,0.4874,0.0358
6.0,3.0,12.0,3.0,0.5046,0.4628,0.0326
6.0,1.0,12.0,0.0,0.4634,0.5,0.0366
6.0,1.0,12.0,2.0,0.4724,0.4932,0.0344
6.0,1.0,12.0,3.0,0.4736,0.49,0.0364
6.0,0.0,13.0,0.0,0.5442,0.4202,0.0356
6.0,0.0,13.0,3.0,0.522,0.4364,0.0416
6.0,0.0,13.0,1.0,0.5378,0.422,0.0402
6.0,3.0,13.0,0.0,0.5118,0.4466,0.0416
6.0,3.0,13.0,3.0,0.5492,0.4094,0.0414
6.0,3.0,13.0,1.0,0.5234,0.4384,0.0382
6.0,1.0,13.0,1.0,0.5486,0.4144,0.037
6.0,0.0,14.0,1.0,0.5624,0.4014,0.0362
6.0,3.0,14.0,1.0,0.5616,0.3984,0.04
6.0,1.0,14.0,1.0,0.5716,0.3874,0.041
7.0,2.0,2.0,2.0,0.3708,0.5734,0.0558
7.0,2.0,2.0,1.0,0.3248,0.6178,0.0574
7.0,0.0,2.0,1.0,0.3318,0.6112,0.057
7.0,3.0,2.0,1.0,0.3356,0.6042,0.0602
7.0,1.0,2.0,1.0,0.3684,0.578,0.0536
7.0,2.0,3.0,0.0,0.3432,0.596,0.0608
7.0,2.0,3.0,3.0,0.3452,0.5994,0.0554
7.0,2.0,3.0,2.0,0.3938,0.5536,0.0526
7.0,0.0,3.0,0.0,0.3626,0.5814,0.056
7.0,0.0,3.0,3.0,0.3444,0.5926,0.063
7.0,0.0,3.0,2.0,0.3524,0.5868,0.0608
7.0,3.0,3.0,0.0,0.3364,0.602,0.0616
7.0,3.0,3.0,3.0,0.3846,0.5634,0.052
7.0,3.0,3.0,2.0,0.35,0.5942,0.0558
7.0,1.0,3.0,0.0,0.338,0.5994,0.0626
7.0,1.0,3.0,3.0,0.3384,0.6016,0.06
7.0,1.0,3.0,2.0,0.3432,0.596,0.0608
7.0,2.0,4.0,1.0,0.338,0.6088,0.0532
7.0,2.0,4.0,0.0,0.33,0.6066,0.0634
7.0,0.0,4.0,1.0,0.3272,0.6174,0.0554
7.0,0.0,4.0,0.0,0.3798,0.567,0.0532
7.0,3.0,4.0,1.0,0.345,0.5992,0.0558
7.0,3.0,4.0,0.0,0.3262,0.6178,0.056
7.0,1.0,4.0,1.0,0.3678,0.5756,0.0566
7.0,1.0,4.0,0.0,0.3382,0.6104,0.0514
7.0,2.0,5.0,2.0,0.4164,0.5332,0.0504
7.0,2.0,5.0,1.0,0.3762,0.5662,0.0576
7.0,2.0,5.0,0.0,0.3782,0.5682,0.0536
7.0,2.0,6.0,0.0,0.4104,0.5346,0.055
7.0,2.0,6.0,3.0,0.4194,0.531,0.0496
7.0,2.0,6.0,1.0,0.4008,0.5496,0.0496
7.0,2.0,6.0,2.0,0.4362,0.5056,0.0582
7.0,0.0,6.0,1.0,0.4,0.5506,0.0494
7.0,0.0,6.0,2.0,0.4042,0.537,0.0588
7.0,3.0,6.0,1.0,0.396,0.5496,0.0544
7.0,3.0,6.0,2.0,0.3846,0.5562,0.0592
7.0,1.0,6.0,2.0,0.3886,0.5566,0.0548
7.0,2.0,7.0,0.0,0.6512,0.3384,0.0104
7.0,2.0,7.0,3.0,0.6584,0.333,0.0086
7.0,2.0,7.0,1.0,0.6636,0.3248,0.0116
7.0,0.0,7.0,3.0,0.6604,0.3298,0.0098
7.0,0.0,7.0,1.0,0.648,0.3418,0.0102
7.0,3.0,7.0,1.0,0.6614,0.3294,0.0092
7.0,2.0,8.0,1.0,0.4424,0.5084,0.0492
7.0,2.0,8.0,3.0,0.4562,0.5,0.0438
7.0,0.0,8.0,1.0,0.443,0.5092,0.0478
7.0,0.0,8.0,3.0,0.4324,0.5198,0.0478
7.0,3.0,8.0,1.0,0.4322,0.5206,0.0472
7.0,3.0,8.0,3.0,0.471,0.485,0.044
7.0,1.0,8.0,3.0,0.4384,0.5122,0.0494
7.0,2.0,9.0,0.0,0.436,0.521,0.043
7.0,2.0,9.0,3.0,0.4536,0.5042,0.0422
7.0,2.0,10.0,3.0,0.4458,0.5076,0.0466
7.0,2.0,10.0,1.0,0.4736,0.4838,0.0426
7.0,2.0,10.0,2.0,0.5078,0.4534,0.0388
7.0,2.0,10.0,0.0,0.4696,0.4854,0.045
7.0,0.0,10.0,1.0,0.468,0.4932,0.0388
7.0,0.0,10.0,2.0,0.4644,0.4954,0.0402
7.0,0.0,10.0,0.0,0.4928,0.465,0.0422
7.0,3.0,10.0,1.0,0.4768,0.4798,0.0434
7.0,3.0,10.0,2.0,0.4762,0.4838,0.04
7.0,3.0,10.0,0.0,0.454,0.4998,0.0462
7.0,1.0,10.0,2.0,0.4694,0.4838,0.0468
7.0,1.0,10.0,0.0,0.4622,0.4972,0.0406
7.0,2.0,11.0,1.0,0.4908,0.469,0.0402
7.0,2.0,11.0,0.0,0.4976,0.466,0.0364
7.0,2.0,11.0,3.0,0.4878,0.4724,0.0398
7.0,0.0,11.0,0.0,0.5036,0.4518,0.0446
7.0,0.0,11.0,3.0,0.4842,0.472,0.0438
7.0,3.0,11.0,0.0,0.5054,0.4538,0.0408
7.0,3.0,11.0,3.0,0.5298,0.4338,0.0364
7.0,1.0,11.0,0.0,0.472,0.491,0.037
7.0,1.0,11.0,3.0,0.5034,0.4604,0.0362
7.0,2.0,12.0,0.0,0.484,0.4832,0.0328
7.0,2.0,12.0,2.0,0.511,0.4596,0.0294
7.0,2.0,12.0,3.0,0.4838,0.4838,0.0324
7.0,0.0,12.0,0.0,0.4994,0.4718,0.0288
7.0,0.0,12.0,2.0,0.4842,0.4862,0.0296
7.0,0.0,12.0,3.0,0.4814,0.49,0.0286
7.0,3.0,12.0,0.0,0.4704,0.4934,0.0362
7.0,3.0,12.0,2.0,0.4856,0.4824,0.032
7.0,3.0,12.0,3.0,0.502,0.4678,0.0302
7.0,1.0,12.0,0.0,0.4692,0.4982,0.0326
7.0,1.0,12.0,2.0,0.4744,0.4944,0.0312
7.0,1.0,12.0,3.0,0.4824,0.4872,0.0304
7.0,2.0,13.0,2.0,0.5696,0.3934,0.037
7.0,2.0,13.0,0.0,0.5352,0.419,0.0458
7.0,2.0,13.0,3.0,0.5332,0.4278,0.039
7.0,2.0,13.0,1.0,0.5354,0.4284,0.0362
7.0,0.0,13.0,1.0,0.5358,0.4276,0.0366
7.0,3.0,13.0,1.0,0.5388,0.4248,0.0364
7.0,1.0,13.0,1.0,0.5586,0.4064,0.035
7.0,2.0,14.0,2.0,0.6036,0.3578,0.0386
7.0,2.0,14.0,1.0,0.5734,0.3908,0.0358
7.0,0.0,14.0,1.0,0.5812,0.3842,0.0346
7.0,3.0,14.0,1.0,0.5748,0.3884,0.0368
7.0,1.0,14.0,1.0,0.6016,0.3668,0.0316
8.0,0.0,2.0,0.0,0.3764,0.5662,0.0574
8.0,0.0,2.0,3.0,0.3564,0.589,0.0546
8.0,0.0,2.0,2.0,0.3538,0.5886,0.0576
8.0,0.0,2.0,1.0,0.3576,0.5826,0.0598
8.0,2.0,2.0,0.0,0.356,0.587,0.057
8.0,2.0,2.0,3.0,0.348,0.6056,0.0464
8.0,2.0,2.0,2.0,0.385,0.5588,0.0562
8.0,2.0,2.0,1.0,0.357,0.5856,0.0574
8.0,1.0,2.0,1.0,0.3728,0.568,0.0592
8.0,3.0,2.0,1.0,0.348,0.5944,0.0576
8.0,0.0,3.0,0.0,0.385,0.5568,0.0582
8.0,0.0,3.0,3.0,0.344,0.6038,0.0522
8.0,0.0,3.0,2.0,0.3642,0.5812,0.0546
8.0,2.0,3.0,0.0,0.361,0.5816,0.0574
8.0,2.0,3.0,3.0,0.3564,0.5896,0.054
8.0,2.0,3.0,2.0,0.4042,0.5384,0.0574
8.0,1.0,3.0,0.0,0.3576,0.5884,0.054
8.0,1.0,3.0,3.0,0.3668,0.5738,0.0594
8.0,1.0,3.0,2.0,0.3544,0.5898,0.0558
8.0,3.0,3.0,0.0,0.3536,0.5928,0.0536
8.0,3.0,3.0,3.0,0.4104,0.5326,0.057
8.0,3.0,3.0,2.0,0.3578,0.5842,0.058
8.0,0.0,4.0,3.0,0.3376,0.6116,0.0508
8.0,0.0,4.0,1.0,0.3392,0.6036,0.0572
8.0,0.0,4.0,0.0,0.3872,0.5614,0.0514
8.0,2.0,4.0,3.0,0.3516,0.5954,0.053
8.0,2.0,4.0,1.0,0.3472,0.5988,0.054
8.0,2.0,4.0,0.0,0.3404,0.6034,0.0562
8.0,1.0,4.0,1.0,0.362,0.5864,0.0516
8.0,1.0,4.0,0.0,0.3346,0.6138,0.0516
8.0,3.0,4.0,0.0,0.332,0.6126,0.0554
8.0,0.0,5.0,3.0,0.4006,0.5382,0.0612
8.0,0.0,5.0,2.0,0.4008,0.5438,0.0554
8.0,0.0,5.0,1.0,0.4028,0.5418,0.0554
8.0,0.0,5.0,0.0,0.4198,0.5276,0.0526
8.0,2.0,5.0,3.0,0.4008,0.5412,0.058
8.0,2.0,5.0,2.0,0.4392,0.5098,0.051
8.0,2.0,5.0,1.0,0.415,0.5324,0.0526
8.0,2.0,5.0,0.0,0.3958,0.5446,0.0596
8.0,0.0,6.0,0.0,0.438,0.5136,0.0484
8.0,0.0,6.0,3.0,0.4142,0.532,0.0538
8.0,0.0,6.0,1.0,0.4194,0.5304,0.0502
8.0,0.0,6.0,2.0,0.418,0.5332,0.0488
8.0,2.0,6.0,0.0,0.4184,0.5274,0.0542
8.0,2.0,6.0,3.0,0.4134,0.5356,0.051
8.0,2.0,6.0,1.0,0.4156,0.538,0.0464
8.0,2.0,6.0,2.0,0.4562,0.4948,0.049
8.0,1.0,6.0,2.0,0.4112,0.536,0.0528
8.0,3.0,6.0,2.0,0.4154,0.53,0.0546
8.0,0.0,7.0,2.0,0.4224,0.5254,0.0522
8.0,0.0,7.0,0.0,0.4702,0.488,0.0418
8.0,0.0,7.0,3.0,0.4366,0.5146,0.0488
8.0,0.0,7.0,1.0,0.4246,0.5258,0.0496
8.0,2.0,7.0,2.0,0.4796,0.4742,0.0462
8.0,2.0,7.0,0.0,0.4382,0.5132,0.0486
8.0,2.0,7.0,3.0,0.4308,0.518,0.0512
8.0,2.0,7.0,1.0,0.4476,0.5056,0.0468
8.0,1.0,7.0,1.0,0.4582,0.495,0.0468
8.0,0.0,8.0,2.0,0.6928,0.2988,0.0084
8.0,0.0,8.0,1.0,0.695,0.298,0.007
8.0,0.0,8.0,3.0,0.6938,0.2964,0.0098
8.0,2.0,8.0,1.0,0.689,0.3012,0.0098
8.0,2.0,8.0,3.0,0.6926,0.2976,0.0098
8.0,1.0,8.0,3.0,0.6864,0.3036,0.01
8.0,0.0,9.0,1.0,0.4648,0.4918,0.0434
8.0,0.0,9.0,0.0,0.4992,0.4588,0.042
8.0,0.0,9.0,3.0,0.4696,0.489,0.0414
8.0,2.0,9.0,1.0,0.4712,0.4864,0.0424
8.0,2.0,9.0,0.0,0.4764,0.4882,0.0354
8.0,2.0,9.0,3.0,0.4682,0.4882,0.0436
8.0,0.0,10.0,3.0,0.4942,0.4686,0.0372
8.0,0.0,10.0,1.0,0.4764,0.4836,0.04
8.0,0.0,10.0,2.0,0.4956,0.4622,0.0422
8.0,0.0,10.0,0.0,0.5044,0.4602,0.0354
8.0,2.0,10.0,3.0,0.4972,0.4652,0.0376
8.0,2.0,10.0,1.0,0.4958,0.4658,0.0384
8.0,2.0,10.0,2.0,0.5274,0.4406,0.032
8.0,2.0,10.0,0.0,0.4812,0.478,0.0408
8.0,1.0,10.0,1.0,0.5086,0.4488,0.0426
8.0,1.0,10.0,2.0,0.4832,0.4744,0.0424
8.0,1.0,10.0,0.0,0.4986,0.4638,0.0376
8.0,3.0,10.0,2.0,0.5044,0.4588,0.0368
8.0,3.0,10.0,0.0,0.4862,0.4716,0.0422
8.0,0.0,11.0,1.0,0.5158,0.4428,0.0414
8.0,0.0,11.0,0.0,0.5314,0.4348,0.0338
8.0,0.0,11.0,3.0,0.51,0.453,0.037
8.0,2.0,11.0,1.0,0.502,0.4606,0.0374
8.0,2.0,11.0,0.0,0.5152,0.4476,0.0372
8.0,2.0,11.0,3.0,0.5116,0.45,0.0384
8.0,1.0,11.0,0.0,0.4886,0.4774,0.034
8.0,1.0,11.0,3.0,0.4978,0.4638,0.0384
8.0,3.0,11.0,0.0,0.5102,0.452,0.0378
8.0,3.0,11.0,3.0,0.545,0.4224,0.0326
8.0,0.0,12.0,1.0,0.5328,0.426,0.0412
8.0,0.0,12.0,0.0,0.5128,0.4576,0.0296
8.0,0.0,12.0,2.0,0.5028,0.4686,0.0286
8.0,0.0,12.0,3.0,0.5104,0.4632,0.0264
8.0,2.0,12.0,1.0,0.5256,0.4366,0.0378
8.0,2.0,12.0,0.0,0.4996,0.4728,0.0276
8.0,2.0,12.0,2.0,0.517,0.4564,0.0266
8.0,2.0,12.0,3.0,0.5234,0.4534,0.0232
8.0,1.0,12.0,0.0,0.5024,0.4682,0.0294
8.0,1.0,12.0,2.0,0.496,0.4768,0.0272
8.0,1.0,12.0,3.0,0.5018,0.4712,0.027
8.0,3.0,12.0,0.0,0.484,0.4924,0.0236
8.0,3.0,12.0,2.0,0.4998,0.4712,0.029
8.0,3.0,12.0,3.0,0.5166,0.4544,0.029
8.0,0.0,13.0,2.0,0.5642,0.4044,0.0314
8.0,0.0,13.0,0.0,0.5712,0.397,0.0318
8.0,0.0,13.0,3.0,0.5494,0.41,0.0406
8.0,0.0,13.0,1.0,0.5478,0.4138,0.0384
8.0,2.0,13.0,2.0,0.5972,0.3708,0.032
8.0,2.0,13.0,0.0,0.5474,0.4216,0.031
8.0,2.0,13.0,3.0,0.5442,0.4246,0.0312
8.0,2.0,13.0,1.0,0.5554,0.4104,0.0342
8.0,1.0,13.0,1.0,0.567,0.4022,0.0308
8.0,3.0,13.0,1.0,0.565,0.402,0.033
8.0,0.0,14.0,0.0,0.5996,0.373,0.0274
8.0,0.0,14.0,2.0,0.5808,0.3864,0.0328
8.0,0.0,14.0,1.0,0.5876,0.375,0.0374
8.0,2.0,14.0,0.0,0.5868,0.3828,0.0304
8.0,2.0,14.0,2.0,0.621,0.3534,0.0256
8.0,2.0,14.0,1.0,0.5736,0.389,0.0374
8.0,1.0,14.0,1.0,0.6044,0.361,0.0346
8.0,3.0,14.0,1.0,0.5896,0.3794,0.031
9.0,2.0,2.0,0.0,0.3732,0.5774,0.0494
9.0,2.0,2.0,3.0,0.3738,0.5678,0.0584
9.0,2.0,2.0,2.0,0.4082,0.5312,0.0606
9.0,2.0,2.0,1.0,0.3824,0.5682,0.0494
9.0,1.0,2.0,0.0,0.3696,0.5682,0.0622
9.0,1.0,2.0,3.0,0.366,0.5818,0.0522
9.0,1.0,2.0,2.0,0.369,0.5824,0.0486
9.0,1.0,2.0,1.0,0.391,0.5618,0.0472
9.0,0.0,2.0,2.0,0.3686,0.5772,0.0542
9.0,0.0,2.0,1.0,0.3708,0.5752,0.054
9.0,3.0,2.0,2.0,0.3774,0.5692,0.0534
9.0,3.0,2.0,1.0,0.3804,0.5702,0.0494
9.0,2.0,3.0,1.0,0.3806,0.5714,0.048
9.0,2.0,3.0,0.0,0.3818,0.5644,0.0538
9.0,2.0,3.0,3.0,0.3818,0.5656,0.0526
9.0,2.0,3.0,2.0,0.4212,0.5314,0.0474
9.0,1.0,3.0,0.0,0.3874,0.559,0.0536
9.0,1.0,3.0,3.0,0.3812,0.5634,0.0554
9.0,1.0,3.0,2.0,0.383,0.5616,0.0554
9.0,0.0,3.0,0.0,0.4074,0.5434,0.0492
9.0,0.0,3.0,3.0,0.3786,0.5674,0.054
9.0,0.0,3.0,2.0,0.3834,0.5614,0.0552
9.0,3.0,3.0,0.0,0.3842,0.557,0.0588
9.0,3.0,3.0,3.0,0.4272,0.5218,0.051
9.0,3.0,3.0,2.0,0.3824,0.5658,0.0518
9.0,2.0,4.0,2.0,0.3868,0.565,0.0482
9.0,2.0,4.0,3.0,0.3548,0.5996,0.0456
9.0,2.0,4.0,1.0,0.358,0.594,0.048
9.0,2.0,4.0,0.0,0.352,0.5984,0.0496
9.0,1.0,4.0,3.0,0.3526,0.594,0.0534
9.0,1.0,4.0,1.0,0.3928,0.557,0.0502
9.0,1.0,4.0,0.0,0.3582,0.5946,0.0472
9.0,0.0,4.0,1.0,0.3554,0.5916,0.053
9.0,0.0,4.0,0.0,0.3898,0.5608,0.0494
9.0,3.0,4.0,1.0,0.3572,0.5928,0.05
9.0,3.0,4.0,0.0,0.3546,0.6002,0.0452
9.0,2.0,5.0,3.0,0.4246,0.523,0.0524
9.0,2.0,5.0,2.0,0.4648,0.4876,0.0476
9.0,2.0,5.0,1.0,0.4068,0.5394,0.0538
9.0,2.0,5.0,0.0,0.4088,0.5454,0.0458
9.0,1.0,5.0,2.0,0.4032,0.547,0.0498
9.0,1.0,5.0,1.0,0.423,0.527,0.05
9.0,1.0,5.0,0.0,0.3962,0.5516,0.0522
9.0,0.0,5.0,2.0,0.4224,0.528,0.0496
9.0,0.0,5.0,1.0,0.4082,0.5374,0.0544
9.0,0.0,5.0,0.0,0.4468,0.503,0.0502
9.0,2.0,6.0,0.0,0.4316,0.5196,0.0488
9.0,2.0,6.0,3.0,0.4314,0.5192,0.0494
9.0,2.0,6.0,1.0,0.4218,0.5262,0.052
9.0,2.0,6.0,2.0,0.4564,0.5038,0.0398
9.0,1.0,6.0,0.0,0.4284,0.5252,0.0464
9.0,1.0,6.0,3.0,0.4344,0.514,0.0516
9.0,1.0,6.0,1.0,0.445,0.505,0.05
9.0,1.0,6.0,2.0,0.4238,0.5258,0.0504
9.0,0.0,6.0,0.0,0.4666,0.4886,0.0448
9.0,0.0,6.0,3.0,0.4368,0.5146,0.0486
9.0,0.0,6.0,1.0,0.4214,0.537,0.0416
9.0,0.0,6.0,2.0,0.4494,0.5042,0.0464
9.0,3.0,6.0,3.0,0.4726,0.4828,0.0446
9.0,3.0,6.0,1.0,0.4184,0.5322,0.0494
9.0,3.0,6.0,2.0,0.4316,0.5244,0.044
9.0,2.0,7.0,2.0,0.488,0.4632,0.0488
9.0,2.0,7.0,0.0,0.4648,0.4884,0.0468
9.0,2.0,7.0,3.0,0.4662,0.4902,0.0436
9.0,2.0,7.0,1.0,0.446,0.5094,0.0446
9.0,1.0,7.0,2.0,0.4354,0.5212,0.0434
9.0,1.0,7.0,0.0,0.4484,0.5008,0.0508
9.0,1.0,7.0,3.0,0.4556,0.4954,0.049
9.0,1.0,7.0,1.0,0.4714,0.4858,0.0428
9.0,0.0,7.0,0.0,0.4912,0.4654,0.0434
9.0,0.0,7.0,3.0,0.4602,0.4948,0.045
9.0,0.0,7.0,1.0,0.4654,0.4954,0.0392
9.0,3.0,7.0,0.0,0.4496,0.5044,0.046
9.0,3.0,7.0,3.0,0.4936,0.4666,0.0398
9.0,3.0,7.0,1.0,0.4416,0.5152,0.0432
9.0,2.0,8.0,0.0,0.474,0.4884,0.0376
9.0,2.0,8.0,2.0,0.5114,0.4472,0.0414
9.0,2.0,8.0,1.0,0.466,0.493,0.041
9.0,2.0,8.0,3.0,0.4716,0.4894,0.039
9.0,1.0,8.0,1.0,0.4862,0.4732,0.0406
9.0,1.0,8.0,3.0,0.4798,0.4774,0.0428
9.0,0.0,8.0,1.0,0.4666,0.4934,0.04
9.0,0.0,8.0,3.0,0.476,0.48,0.044
9.0,3.0,8.0,1.0,0.4712,0.479,0.0498
9.0,3.0,8.0,3.0,0.4952,0.4634,0.0414
9.0,2.0,9.0,1.0,0.7262,0.2666,0.0072
9.0,2.0,9.0,0.0,0.72,0.2712,0.0088
9.0,2.0,9.0,3.0,0.7216,0.2708,0.0076
9.0,1.0,9.0,0.0,0.7142,0.2768,0.009
9.0,1.0,9.0,3.0,0.7258,0.2644,0.0098
9.0,0.0,9.0,3.0,0.7264,0.2654,0.0082
9.0,2.0,10.0,3.0,0.5178,0.4514,0.0308
9.0,2.0,10.0,1.0,0.4996,0.4624,0.038
9.0,2.0,10.0,2.0,0.541,0.425,0.034
9.0,2.0,10.0,0.0,0.5176,0.447,0.0354
9.0,1.0,10.0,3.0,0.5212,0.4424,0.0364
9.0,1.0,10.0,1.0,0.5276,0.4364,0.036
9.0,1.0,10.0,2.0,0.5178,0.447,0.0352
9.0,1.0,10.0,0.0,0.5018,0.4626,0.0356
9.0,0.0,10.0,3.0,0.5102,0.4568,0.033
9.0,0.0,10.0,1.0,0.51,0.4564,0.0336
9.0,0.0,10.0,2.0,0.5044,0.4586,0.037
9.0,0.0,10.0,0.0,0.5336,0.43,0.0364
9.0,3.0,10.0,1.0,0.493,0.475,0.032
9.0,3.0,10.0,2.0,0.5044,0.4586,0.037
9.0,3.0,10.0,0.0,0.5078,0.4588,0.0334
9.0,2.0,11.0,2.0,0.5534,0.4148,0.0318
9.0,2.0,11.0,1.0,0.5346,0.4338,0.0316
9.0,2.0,11.0,0.0,0.5452,0.4204,0.0344
9.0,2.0,11.0,3.0,0.5256,0.4452,0.0292
9.0,1.0,11.0,1.0,0.5456,0.4244,0.03
9.0,1.0,11.0,0.0,0.5164,0.4536,0.03
9.0,1.0,11.0,3.0,0.5274,0.4396,0.033
9.0,0.0,11.0,1.0,0.5264,0.4408,0.0328
9.0,0.0,11.0,0.0,0.5452,0.419,0.0358
9.0,0.0,11.0,3.0,0.5278,0.4426,0.0296
9.0,3.0,11.0,0.0,0.5288,0.4356,0.0356
9.0,3.0,11.0,3.0,0.5562,0.4114,0.0324
9.0,2.0,12.0,1.0,0.5422,0.4238,0.034
9.0,2.0,12.0,0.0,0.5104,0.4662,0.0234
9.0,2.0,12.0,2.0,0.548,0.428,0.024
9.0,2.0,12.0,3.0,0.5144,0.461,0.0246
9.0,1.0,12.0,1.0,0.5654,0.3998,0.0348
9.0,1.0,12.0,0.0,0.5126,0.4598,0.0276
9.0,1.0,12.0,2.0,0.528,0.44,0.032
9.0,1.0,12.0,3.0,0.5022,0.4702,0.0276
9.0,0.0,12.0,0.0,0.5366,0.4398,0.0236
9.0,0.0,12.0,2.0,0.5238,0.4524,0.0238
9.0,0.0,12.0,3.0,0.5214,0.4544,0.0242
9.0,3.0,12.0,0.0,0.5174,0.4558,0.0268
9.0,3.0,12.0,2.0,0.5364,0.4374,0.0262
9.0,3.0,12.0,3.0,0.5436,0.428,0.0284
9.0,2.0,13.0,2.0,0.5962,0.3742,0.0296
9.0,2.0,13.0,0.0,0.5784,0.391,0.0306
9.0,2.0,13.0,3.0,0.5828,0.3892,0.028
9.0,2.0,13.0,1.0,0.5676,0.4006,0.0318
9.0,1.0,13.0,2.0,0.565,0.404,0.031
9.0,1.0,13.0,0.0,0.569,0.4004,0.0306
9.0,1.0,13.0,3.0,0.576,0.39,0.034
9.0,1.0,13.0,1.0,0.5924,0.3796,0.028
9.0,0.0,13.0,2.0,0.5764,0.3974,0.0262
9.0,0.0,13.0,0.0,0.584,0.3854,0.0306
9.0,0.0,13.0,3.0,0.5762,0.3932,0.0306
9.0,0.0,13.0,1.0,0.5484,0.4184,0.0332
9.0,3.0,13.0,0.0,0.5662,0.4048,0.029
9.0,3.0,13.0,3.0,0.5866,0.3858,0.0276
9.0,3.0,13.0,1.0,0.5766,0.3934,0.03
9.0,2.0,14.0,0.0,0.5992,0.3744,0.0264
9.0,2.0,14.0,2.0,0.6246,0.349,0.0264
9.0,2.0,14.0,1.0,0.605,0.3692,0.0258
9.0,1.0,14.0,0.0,0.61,0.3602,0.0298
9.0,1.0,14.0,2.0,0.604,0.3708,0.0252
9.0,1.0,14.0,1.0,0.6088,0.363,0.0282
9.0,0.0,14.0,2.0,0.5966,0.3772,0.0262
9.0,0.0,14.0,1.0,0.5956,0.378,0.0264
9.0,3.0,14.0,1.0,0.6116,0.3606,0.0278
10.0,3.0,2.0,2.0,0.4028,0.5478,0.0494
10.0,3.0,2.0,1.0,0.4072,0.5424,0.0504
10.0,1.0,2.0,1.0,0.4228,0.5302,0.047
10.0,2.0,2.0,1.0,0.405,0.5506,0.0444
10.0,0.0,2.0,1.0,0.3994,0.55,0.0506
10.0,3.0,3.0,0.0,0.405,0.5468,0.0482
10.0,3.0,3.0,3.0,0.4392,0.5134,0.0474
10.0,3.0,3.0,2.0,0.4186,0.5298,0.0516
10.0,1.0,3.0,0.0,0.4022,0.5466,0.0512
10.0,1.0,3.0,3.0,0.4038,0.5478,0.0484
10.0,1.0,3.0,2.0,0.4028,0.5434,0.0538
10.0,2.0,3.0,0.0,0.4166,0.533,0.0504
10.0,2.0,3.0,3.0,0.4074,0.546,0.0466
10.0,2.0,3.0,2.0,0.4418,0.5086,0.0496
10.0,0.0,3.0,0.0,0.4402,0.5132,0.0466
10.0,0.0,3.0,3.0,0.4154,0.5308,0.0538
10.0,0.0,3.0,2.0,0.4146,0.5312,0.0542
10.0,3.0,4.0,1.0,0.3864,0.5684,0.0452
10.0,3.0,4.0,0.0,0.383,0.5638,0.0532
10.0,1.0,4.0,1.0,0.4086,0.5432,0.0482
10.0,1.0,4.0,0.0,0.386,0.5618,0.0522
