Hand Type,Q Check/Call,Q Bet/Raise,Fold Prob,Check/Call Prob,Bet/Raise Prob,Expected Frequency,Highest Density Frequency
T4o,-0.0014443398686125875,0.5650461912155151,0.40509533882141113,0.46212685108184814,0.1327778548002243,0.4648056924343109,0.2247747927904129
TT,-0.001748934737406671,0.552612841129303,0.3933439254760742,0.47119927406311035,0.13545683026313782,0.46331071853637695,0.21738535165786743
43o,-0.002209013095125556,0.5596150755882263,0.3988973796367645,0.4658864736557007,0.13521616160869598,0.4707529544830322,0.23349039256572723
42o,-0.0024212223943322897,0.5397472977638245,0.4128463566303253,0.45271730422973633,0.13443632423877716,0.4665943682193756,0.233633354306221
22,-0.002517796354368329,0.537996768951416,0.4134262502193451,0.4542502164840698,0.13232357800006866,0.4651136100292206,0.23645299673080444
94s,-0.0028900662437081337,0.5304629802703857,0.40525439381599426,0.4627346992492676,0.13201092183589935,0.46728062629699707,0.22392089664936066
65s,-0.0031111715361475945,0.5154739618301392,0.40053266286849976,0.4611159563064575,0.13835136592388153,0.4686644971370697,0.24365967512130737
T8o,-0.003395919920876622,0.5511670112609863,0.39585623145103455,0.46567511558532715,0.1384686380624771,0.46934548020362854,0.2337813824415207
K9o,-0.003606021637097001,0.5275042653083801,0.38513603806495667,0.47861137986183167,0.1362525373697281,0.47482940554618835,0.3029840290546417
T4s,-0.003700683359056711,0.563598096370697,0.405038058757782,0.46223390102386475,0.1327279806137085,0.46462857723236084,0.22425948083400726
A8o,-0.0042780423536896706,0.5414512753486633,0.3860662877559662,0.47584331035614014,0.13809041678905487,0.47440052032470703,0.2725878953933716
43s,-0.004536035005003214,0.5590462684631348,0.3984367847442627,0.4660457372665405,0.13551750779151917,0.47047027945518494,0.23293344676494598
42s,-0.004675125703215599,0.5387058258056641,0.4129524230957031,0.45204800367355347,0.1349996030330658,0.4665602445602417,0.233424112200737
Q9o,-0.0047097704373300076,0.5211020112037659,0.39512428641319275,0.4686650335788727,0.13621069490909576,0.47077640891075134,0.2512657344341278
75o,-0.004855388309806585,0.5288362503051758,0.40440455079078674,0.45630478858947754,0.13929064571857452,0.4686753451824188,0.2414284199476242
K7o,-0.005262455437332392,0.5397863984107971,0.39394474029541016,0.468646377325058,0.13740891218185425,0.46811506152153015,0.22555243968963623
K8o,-0.005276283249258995,0.5474449396133423,0.38663122057914734,0.47374311089515686,0.139625683426857,0.4743431508541107,0.29362013936042786
K9s,-0.005474747158586979,0.5267915725708008,0.38539305329322815,0.47818827629089355,0.13641862571239471,0.4747970998287201,0.3036731779575348
A9o,-0.00562957813963294,0.5290380716323853,0.38398924469947815,0.48051348328590393,0.13549719750881195,0.47568774223327637,0.3054310977458954
83o,-0.005638933274894953,0.5633341670036316,0.38795343041419983,0.4763253927230835,0.13572116196155548,0.46941956877708435,0.21617229282855988
J9o,-0.005663655232638121,0.5253355503082275,0.3958681523799896,0.46845123171806335,0.135680690407753,0.47231554985046387,0.26815950870513916
J8o,-0.006039151456207037,0.5331671833992004,0.39593103528022766,0.46617546677589417,0.13789349794387817,0.4705442488193512,0.23373199999332428
Q7o,-0.006094162818044424,0.5351967215538025,0.3983548879623413,0.46173104643821716,0.13991405069828033,0.4642782509326935,0.21697998046875
T8s,-0.006416200194507837,0.5501339435577393,0.3956358730792999,0.46575188636779785,0.13861224055290222,0.4693209230899811,0.23332273960113525
85o,-0.006828723009675741,0.5346363186836243,0.4028695821762085,0.4617067277431488,0.1354236751794815,0.466823011636734,0.22920344769954681
A8s,-0.006834794767200947,0.5417095422744751,0.38557541370391846,0.4760585427284241,0.13836605846881866,0.4742302894592285,0.2713862657546997
75s,-0.006978403311222792,0.5285129547119141,0.4042651355266571,0.4562361538410187,0.13949871063232422,0.46841728687286377,0.24060146510601044
Q8o,-0.007050564978271723,0.5296090245246887,0.39509400725364685,0.46575477719306946,0.1391512155532837,0.468583345413208,0.22779913246631622
Q9s,-0.00715502118691802,0.5207933187484741,0.3948788046836853,0.46878117322921753,0.13634000718593597,0.4706037938594818,0.24917669594287872
K8s,-0.0074257617816329,0.5468849539756775,0.3861788213253021,0.4737165570259094,0.14010459184646606,0.4741995334625244,0.29054519534111023
83s,-0.007511306554079056,0.5622609853744507,0.38769274950027466,0.4764612913131714,0.13584595918655396,0.4691489040851593,0.21568529307842255
92o,-0.0075909532606601715,0.5195701718330383,0.4091092348098755,0.4572158753871918,0.13367490470409393,0.46626797318458557,0.22377093136310577
A7o,-0.007619380485266447,0.5387815833091736,0.3925405442714691,0.4714847505092621,0.13597472012043,0.4692019522190094,0.22945179045200348
64o,-0.0077464464120566845,0.5304668545722961,0.40036746859550476,0.4645163118839264,0.13511620461940765,0.46902990341186523,0.23682714998722076
K7s,-0.007796976715326309,0.5389387011528015,0.3940880298614502,0.4680965840816498,0.13781535625457764,0.46792325377464294,0.22521443665027618
93o,-0.007830486632883549,0.5422576069831848,0.3909165859222412,0.4751296043395996,0.13395386934280396,0.4702804386615753,0.22029201686382294
87o,-0.007863948121666908,0.5437957644462585,0.3976816236972809,0.4648071825504303,0.13751116394996643,0.46514615416526794,0.21575944125652313
JTo,-0.00788191705942154,0.5394955277442932,0.3916974365711212,0.47183871269226074,0.13646383583545685,0.46789345145225525,0.22752749919891357
A9s,-0.007953409105539322,0.5283154249191284,0.3838946223258972,0.4803163409233093,0.13578902184963226,0.47554144263267517,0.3053608238697052
T3o,-0.008069816045463085,0.5740607380867004,0.3928007185459137,0.4721212387084961,0.13507802784442902,0.4687148630619049,0.22493092715740204
J9s,-0.008212810382246971,0.5249068737030029,0.3957069516181946,0.468280166387558,0.13601286709308624,0.47209063172340393,0.2669430077075958
J8s,-0.008503012359142303,0.5324904322624207,0.39581865072250366,0.4659882187843323,0.13819316029548645,0.4703104496002197,0.23307804763317108
QTo,-0.008556977845728397,0.5378497242927551,0.38868895173072815,0.47320377826690674,0.13810724020004272,0.46659207344055176,0.22351467609405518
Q7s,-0.008641844615340233,0.5350121855735779,0.39840060472488403,0.461507648229599,0.1400917023420334,0.4639115631580353,0.21615803241729736
53o,-0.008669226430356503,0.5566923022270203,0.39475297927856445,0.46898993849754333,0.13625703752040863,0.47200119495391846,0.23230262100696564
K5o,-0.0087590292096138,0.5363664031028748,0.4011283218860626,0.46284154057502747,0.13603012263774872,0.4704321324825287,0.2419569492340088
54o,-0.008998209610581398,0.5531148314476013,0.40455135703086853,0.46082744002342224,0.1346212476491928,0.46898582577705383,0.23280437290668488
85s,-0.009032787755131721,0.5337792634963989,0.40257856249809265,0.46161481738090515,0.1358066201210022,0.46653807163238525,0.2282426953315735
KTo,-0.009369016624987125,0.5462155342102051,0.38224557042121887,0.4805142879486084,0.13724017143249512,0.4705222547054291,0.23177166283130646
Q8s,-0.009495049715042114,0.529865026473999,0.3947819769382477,0.46588096022605896,0.13933707773685455,0.4683476388454437,0.22691529989242554
JTs,-0.009708809666335583,0.5388187766075134,0.3912070393562317,0.4719444513320923,0.13684847950935364,0.46753016114234924,0.22608798742294312
92s,-0.009854970499873161,0.518671452999115,0.40947067737579346,0.4564836621284485,0.13404566049575806,0.4663054943084717,0.22400064766407013
A5o,-0.01001101452857256,0.5380122661590576,0.3996030390262604,0.4639548063278198,0.13644210994243622,0.4714130461215973,0.24630431830883026
T2o,-0.01023158896714449,0.5559780597686768,0.40966638922691345,0.45558300614356995,0.13475064933300018,0.4647599756717682,0.22710467875003815
87s,-0.010245147161185741,0.5427751541137695,0.3975018560886383,0.464443564414978,0.13805456459522247,0.4647613763809204,0.21439909934997559
93s,-0.010245970450341702,0.5415898561477661,0.3906545341014862,0.47512543201446533,0.13422003388404846,0.4701114594936371,0.22018873691558838
A7s,-0.010258657857775688,0.5383889079093933,0.3924667537212372,0.47111305594444275,0.13642022013664246,0.4690628945827484,0.2292611449956894
64s,-0.010386037640273571,0.5300706624984741,0.4000641107559204,0.4645717740058899,0.1353641152381897,0.4686785638332367,0.23554539680480957
84o,-0.010406495071947575,0.5518282055854797,0.40118956565856934,0.46558645367622375,0.13322396576404572,0.46631988883018494,0.2194565087556839
T3s,-0.010512301698327065,0.5723148584365845,0.3929348587989807,0.47208914160728455,0.13497596979141235,0.4686158001422882,0.22467462718486786
K5s,-0.010743193328380585,0.5355381369590759,0.40099453926086426,0.4626624584197998,0.13634297251701355,0.4701371192932129,0.24106283485889435
JJ,-0.010776628740131855,0.5251550674438477,0.39726340770721436,0.4653841555118561,0.13735239207744598,0.46928536891937256,0.2703486382961273
QTs,-0.011180272325873375,0.5381289720535278,0.38860008120536804,0.473165363073349,0.13823460042476654,0.4663042724132538,0.2226637601852417
53s,-0.011198736727237701,0.5561255216598511,0.3944394886493683,0.4693707227706909,0.13618981838226318,0.47184088826179504,0.23159782588481903
KTs,-0.011299085803329945,0.5457123517990112,0.38211312890052795,0.4803551435470581,0.13753169775009155,0.4702051877975464,0.2313372641801834
54s,-0.011310840025544167,0.552645742893219,0.4041599929332733,0.46100014448165894,0.13483980298042297,0.4686328172683716,0.23147784173488617
Q5o,-0.011742952279746532,0.5318548083305359,0.40219688415527344,0.4580671489238739,0.13973598182201385,0.46773040294647217,0.23430216312408447
J7o,-0.011945257894694805,0.5380132794380188,0.40329161286354065,0.4600194990634918,0.13668878376483917,0.4652036726474762,0.22074027359485626
J5o,-0.012294863350689411,0.5347978472709656,0.4070601463317871,0.4578382968902588,0.1351015716791153,0.4682405889034271,0.2368679791688919
84s,-0.012381822802126408,0.5507916808128357,0.4008117914199829,0.4655300974845886,0.13365811109542847,0.46596506237983704,0.21804268658161163
ATo,-0.01240654569119215,0.547136664390564,0.38209107518196106,0.48212239146232605,0.13578654825687408,0.4711075723171234,0.2336360216140747
A5s,-0.012432632967829704,0.5378481149673462,0.39940881729125977,0.4637725055217743,0.13681867718696594,0.47129201889038086,0.24587737023830414
T2s,-0.01243505533784628,0.5545517206192017,0.40970224142074585,0.4555727541446686,0.13472503423690796,0.4645833969116211,0.22648517787456512
74o,-0.013020329177379608,0.5484121441841125,0.4037259519100189,0.4615950882434845,0.13467900454998016,0.46915435791015625,0.23657004535198212
52o,-0.0132627347484231,0.537251353263855,0.41025474667549133,0.4540262222290039,0.13571900129318237,0.46728697419166565,0.23126626014709473
AJo,-0.013737991452217102,0.5390798449516296,0.3849206268787384,0.4780806005001068,0.13699877262115479,0.47384700179100037,0.3096993565559387
72o,-0.013791264034807682,0.5397143959999084,0.4090527594089508,0.4549178183078766,0.1360294073820114,0.4681660234928131,0.23745878040790558
Q5s,-0.014017036184668541,0.5317362546920776,0.4018291234970093,0.45814579725265503,0.1400250494480133,0.46754586696624756,0.23373861610889435
J5s,-0.014449789188802242,0.5339361429214478,0.40714192390441895,0.45743945240974426,0.13541868329048157,0.46795085072517395,0.23583678901195526
J3o,-0.014491748996078968,0.5632627606391907,0.3981611728668213,0.4677368402481079,0.1341019868850708,0.47072839736938477,0.22794389724731445
K4o,-0.014518341980874538,0.5548205971717834,0.40087437629699707,0.4665583670139313,0.13256728649139404,0.46953675150871277,0.23182101547718048
72s,-0.014537034556269646,0.5390013456344604,0.40870964527130127,0.4547521770000458,0.13653820753097534,0.46800288558006287,0.23695720732212067
J7s,-0.01454664021730423,0.5371681451797485,0.4034597873687744,0.45961835980415344,0.13692188262939453,0.4649777412414551,0.22013972699642181
KJo,-0.01464036013931036,0.5374200940132141,0.3871638774871826,0.4744008481502533,0.1384352594614029,0.4722815752029419,0.29484009742736816
74s,-0.014933854341506958,0.5479159355163574,0.4028981626033783,0.4619293808937073,0.13517248630523682,0.4689740836620331,0.23558278381824493
ATs,-0.015169993974268436,0.5473953485488892,0.3818618655204773,0.48228996992111206,0.13584813475608826,0.47086408734321594,0.23294655978679657
J4o,-0.015724139288067818,0.5562856197357178,0.40790775418281555,0.4598393440246582,0.13225291669368744,0.46836063265800476,0.231104776263237
73o,-0.015966203063726425,0.5576348900794983,0.3931950628757477,0.4710651636123657,0.1357397586107254,0.4725830554962158,0.23849709331989288
AJs,-0.016057174652814865,0.5394777059555054,0.3847590982913971,0.47804465889930725,0.13719627261161804,0.47360825538635254,0.30847206711769104
52s,-0.01608072593808174,0.5362513661384583,0.41088947653770447,0.453372061252594,0.13573844730854034,0.4671763479709625,0.2309274524450302
J3s,-0.016244888305664062,0.5624500513076782,0.39776837825775146,0.46790611743927,0.13432547450065613,0.47057387232780457,0.22700174152851105
QJo,-0.016249844804406166,0.532105565071106,0.3915499150753021,0.4692274034023285,0.13922272622585297,0.4690544307231903,0.25766876339912415
K3o,-0.016320491209626198,0.5692357420921326,0.3875422179698944,0.4779593050479889,0.1344984918832779,0.4716742932796478,0.22821877896785736
K4s,-0.016390696167945862,0.5537887811660767,0.4009471833705902,0.4661957025527954,0.13285714387893677,0.4691815674304962,0.23072600364685059
63o,-0.01640891470015049,0.5388311743736267,0.3889540135860443,0.47406840324401855,0.13697761297225952,0.47210660576820374,0.23420090973377228
KJs,-0.016977988183498383,0.537310004234314,0.38675326108932495,0.474546879529953,0.13869988918304443,0.4720211923122406,0.2925437390804291
J4s,-0.017544079571962357,0.5552319288253784,0.4077931046485901,0.459625780582428,0.13258111476898193,0.4679950773715973,0.22962744534015656
73s,-0.017967969179153442,0.5572149753570557,0.39285165071487427,0.47104892134666443,0.1360994279384613,0.47241201996803284,0.23803842067718506
K3s,-0.01810469478368759,0.5682668685913086,0.38719063997268677,0.4781394600868225,0.13466989994049072,0.47147440910339355,0.22764897346496582
QJs,-0.018495436757802963,0.532507061958313,0.3914114236831665,0.46935564279556274,0.13923294842243195,0.46859851479530334,0.25204160809516907
63s,-0.019136402755975723,0.5382472276687622,0.38901209831237793,0.4738551378250122,0.13713279366493225,0.47183236479759216,0.2334102839231491
82o,-0.019457874819636345,0.548561155796051,0.40714678168296814,0.45767366886138916,0.1351795792579651,0.46635735034942627,0.2206440567970276
82s,-0.021495960652828217,0.5470361709594727,0.4071328043937683,0.4574783146381378,0.13538892567157745,0.4660457372665405,0.21929168701171875
K2o,-0.021586710587143898,0.5503365397453308,0.40436163544654846,0.4606570303440094,0.13498131930828094,0.46909812092781067,0.23395498096942902
62o,-0.022185489535331726,0.5236096978187561,0.40844663977622986,0.45526400208473206,0.13628937304019928,0.46886909008026123,0.23628544807434082
Q4o,-0.022291889414191246,0.553412914276123,0.40362051129341125,0.46063339710235596,0.13574613630771637,0.4682716429233551,0.22906248271465302
J2o,-0.02255236543715,0.5449059009552002,0.41524386405944824,0.4505056142807007,0.13425050675868988,0.4674098491668701,0.23068170249462128
A4o,-0.023531733080744743,0.558204710483551,0.3995375633239746,0.4679621160030365,0.13250033557415009,0.47212934494018555,0.24038700759410858
K2s,-0.0235727671533823,0.5486738681793213,0.4042585790157318,0.46033328771591187,0.1354081630706787,0.46872785687446594,0.23237676918506622
Q4s,-0.024512240663170815,0.5533452033996582,0.4032747745513916,0.4606435298919678,0.13608171045780182,0.4680434763431549,0.22834433615207672
62s,-0.02459336444735527,0.5228949785232544,0.4082530736923218,0.45500192046165466,0.13674502074718475,0.46849486231803894,0.23504061996936798
J2s,-0.024628741666674614,0.5438248515129089,0.41523537039756775,0.450369268655777,0.13439537584781647,0.4670283794403076,0.2289787083864212
A4s,-0.025842733681201935,0.5581250190734863,0.3993193507194519,0.4678935110569,0.13278715312480927,0.4719250202178955,0.23961901664733887
Q2o,-0.027056708931922913,0.5410482287406921,0.4088265597820282,0.45445141196250916,0.13672207295894623,0.466456800699234,0.22655367851257324
Q2s,-0.029248978942632675,0.5409241914749146,0.4089117646217346,0.45436209440231323,0.13672611117362976,0.46617865562438965,0.22592079639434814
A2o,-0.030263425782322884,0.5460426807403564,0.4034446179866791,0.46218928694725037,0.13436615467071533,0.4706328213214874,0.24042768776416779
Q3o,-0.03077644668519497,0.5623296499252319,0.39402613043785095,0.4689072072505951,0.13706669211387634,0.47121989727020264,0.22696137428283691
A2s,-0.03246282413601875,0.5457645654678345,0.4034537076950073,0.4619947671890259,0.1345514953136444,0.4703153371810913,0.23941902816295624
Q3s,-0.03291001170873642,0.5623360872268677,0.39419275522232056,0.46873733401298523,0.1370699554681778,0.47101840376853943,0.22671091556549072
KK,-0.03365578129887581,0.576068103313446,0.3840491473674774,0.4780243933200836,0.13792647421360016,0.47415709495544434,0.3235316276550293
A3o,-0.03743475303053856,0.5713363885879517,0.3882347047328949,0.47720083594322205,0.13456448912620544,0.4764152467250824,0.2889714241027832
86o,-0.037674952298402786,0.5467011332511902,0.37778034806251526,0.47981810569763184,0.1424015313386917,0.46950045228004456,0.22696363925933838
T6o,-0.03924510255455971,0.5576823949813843,0.3847712576389313,0.474103182554245,0.14112555980682373,0.46810853481292725,0.23343801498413086
A3s,-0.03966892883181572,0.5713653564453125,0.3879953622817993,0.47714853286743164,0.13485608994960785,0.4762282371520996,0.2871836721897125
86s,-0.039800405502319336,0.5454140901565552,0.37754368782043457,0.47980996966362,0.14264635741710663,0.46925267577171326,0.22614039480686188
T6s,-0.041908785700798035,0.5563567876815796,0.3850720226764679,0.47399798035621643,0.14093002676963806,0.4678274691104889,0.23242878913879395
K6o,-0.043219998478889465,0.5523187518119812,0.3767814338207245,0.48273980617523193,0.14047878980636597,0.4729812443256378,0.2720969021320343
AKo,-0.04376785457134247,0.57390296459198,0.3775002062320709,0.48540177941322327,0.1370980143547058,0.4745360314846039,0.3053176701068878
66,-0.044467743486166,0.5109359622001648,0.3783195912837982,0.4783191978931427,0.1433611959218979,0.4730450212955475,0.24338193237781525
K6s,-0.04489333927631378,0.5511237382888794,0.37662017345428467,0.48261523246765137,0.14076456427574158,0.4727817475795746,0.270008385181427
J6o,-0.0452219657599926,0.5448575615882874,0.3869871199131012,0.4734475612640381,0.13956530392169952,0.4707474410533905,0.23642902076244354
96o,-0.04566701129078865,0.5281552672386169,0.38135671615600586,0.47839316725730896,0.14025016129016876,0.4703066349029541,0.2303556352853775
AKs,-0.04631344974040985,0.5742610096931458,0.3772246837615967,0.4854421019554138,0.1373332291841507,0.4742686450481415,0.3037612736225128
J6s,-0.04732266440987587,0.5438914895057678,0.38687267899513245,0.47331371903419495,0.1398136019706726,0.4705311357975006,0.23583459854125977
96s,-0.04784727469086647,0.5275209546089172,0.38106825947761536,0.4789015054702759,0.14003023505210876,0.4699612557888031,0.22958683967590332
Q6o,-0.04881395027041435,0.5437766909599304,0.3846454322338104,0.4742013216018677,0.1411532163619995,0.469661146402359,0.23293976485729218
Q6s,-0.051072705537080765,0.5435699820518494,0.3847183585166931,0.47392427921295166,0.14135737717151642,0.46946534514427185,0.23223094642162323
A6o,-0.05396130681037903,0.5549401044845581,0.3742709159851074,0.48620447516441345,0.1395246684551239,0.4749293327331543,0.3026910126209259
76o,-0.05487559363245964,0.5449361801147461,0.3864438235759735,0.47075924277305603,0.14279693365097046,0.4710270166397095,0.2429080754518509
A6s,-0.05617218464612961,0.554471492767334,0.37414708733558655,0.4860089123249054,0.13984405994415283,0.47473981976509094,0.3025016486644745
76s,-0.05686134845018387,0.5438333749771118,0.38636499643325806,0.47049710154533386,0.14313793182373047,0.47056475281715393,0.24171225726604462
