Hand Type,Q Check/Call,Q Bet/Raise,Fold Prob,Check/Call Prob,Bet/Raise Prob,Expected Frequency,Highest Density Frequency
AA,5.499162197113037,3.7091026306152344,0.0018782992847263813,0.6621347665786743,0.3359869420528412,0.4656310975551605,0.16530126333236694
KK,5.154244899749756,3.3924570083618164,0.0029611652716994286,0.6848971247673035,0.3121417462825775,0.4615751802921295,0.07216544449329376
AKo,4.905395030975342,3.201300859451294,0.0032761383336037397,0.6780386567115784,0.3186851441860199,0.46259036660194397,0.09150201827287674
AKs,4.9012556076049805,3.1922950744628906,0.0033549675717949867,0.6798938512802124,0.3167511820793152,0.4625209867954254,0.08898604661226273
AQs,4.223451614379883,2.715881824493408,0.004668416455388069,0.6814568638801575,0.3138747215270996,0.4589823782444,0.0796402096748352
AQo,4.219542980194092,2.7179229259490967,0.004599087405949831,0.6792635917663574,0.3161373436450958,0.4589265286922455,0.07741779088973999
AJo,4.106258869171143,2.545281171798706,0.006777309346944094,0.6900279521942139,0.3031947910785675,0.45933473110198975,0.04004612937569618
AJs,4.104393005371094,2.5384750366210938,0.006969904527068138,0.6913122534751892,0.3017178475856781,0.4592454433441162,0.03788670524954796
QQ,4.074615001678467,2.697564125061035,0.0055662537924945354,0.6822137236595154,0.3122200667858124,0.45858034491539,0.061080366373062134
KJs,3.8903369903564453,2.3503808975219727,0.00948373693972826,0.6996437907218933,0.2908724546432495,0.4567316770553589,0.0
A9s,3.882516860961914,2.273780107498169,0.013691668398678303,0.7564412355422974,0.22986716032028198,0.4561702311038971,0.0
A9o,3.882014274597168,2.277299642562866,0.013594581745564938,0.754376232624054,0.23202915489673615,0.45629870891571045,0.0
KJo,3.881696939468384,2.3486154079437256,0.009441531263291836,0.6970374584197998,0.29352104663848877,0.45717310905456543,0.0
KQs,3.872877597808838,2.421511173248291,0.007133878767490387,0.6899024248123169,0.3029636740684509,0.45738932490348816,0.0
KQo,3.8630788326263428,2.418287515640259,0.007107945624738932,0.6874361634254456,0.30545589327812195,0.45782533288002014,0.0
JJ,3.8630740642547607,2.340299129486084,0.009572411887347698,0.7093362808227539,0.28109124302864075,0.4542941749095917,0.0
K9s,3.669980764389038,2.0955381393432617,0.01822316087782383,0.7573139667510986,0.2244628518819809,0.4535403251647949,0.0
K9o,3.656423807144165,2.0877585411071777,0.01905122771859169,0.7548801302909851,0.2260686308145523,0.4536665678024292,0.0
A8o,3.5772297382354736,2.061577796936035,0.01741175353527069,0.7355110049247742,0.2470773309469223,0.4542571008205414,0.0
A8s,3.571228265762329,2.0528440475463867,0.017929857596755028,0.7370938062667847,0.24497634172439575,0.4542163610458374,0.0
99,3.5233728885650635,2.064409017562866,0.02128186635673046,0.7669044137001038,0.21181373298168182,0.4558042287826538,0.0
QJs,3.509950637817383,2.1849093437194824,0.010760661214590073,0.6900356411933899,0.29920369386672974,0.45729097723960876,0.006892353296279907
QJo,3.5099189281463623,2.1891024112701416,0.010510429739952087,0.6876859664916992,0.3018036484718323,0.4575341045856476,0.006899198517203331
ATs,3.495861768722534,1.9883443117141724,0.016561849042773247,0.7420065999031067,0.24143150448799133,0.45189642906188965,0.0
ATo,3.4956703186035156,1.9928765296936035,0.01661020703613758,0.7390803694725037,0.2443094700574875,0.4519719183444977,0.0
A2o,3.4421815872192383,1.9190109968185425,0.01802738569676876,0.751964807510376,0.23000778257846832,0.450945109128952,0.0
88,3.440190553665161,2.033931016921997,0.018841220065951347,0.7576377987861633,0.2235209196805954,0.45021966099739075,0.0
A2s,3.423123598098755,1.8991426229476929,0.018983658403158188,0.7551312446594238,0.22588509321212769,0.45031121373176575,0.0
K8o,3.3927457332611084,1.8705583810806274,0.023094704374670982,0.7441339492797852,0.23277127742767334,0.44815945625305176,0.0
K8s,3.3914856910705566,1.865144968032837,0.02325534261763096,0.7463618516921997,0.2303828001022339,0.447890967130661,0.0
Q9s,3.2770285606384277,1.9255375862121582,0.01999712362885475,0.7472863793373108,0.23271644115447998,0.45526447892189026,0.0
Q9o,3.267590284347534,1.9204031229019165,0.020018113777041435,0.7460712790489197,0.23391062021255493,0.45536985993385315,0.0
KTs,3.220003128051758,1.7516601085662842,0.025843527168035507,0.7438475489616394,0.23030886054039001,0.44786664843559265,0.0
KTo,3.219515085220337,1.7554675340652466,0.024868620559573174,0.742621660232544,0.23250973224639893,0.448182076215744,0.0
